Time (hh:mm:ss),FlightID,Latitude (deg),Longitude (deg),Altitude (feet),Aircraft type,CAS (knot),TAS (knot),GS (knot),MACH
12:31:50,FLT1000,34.9983,139.8791,7072.371,B782,244.7277,264.4587,457.2444,0.4199
12:31:51,FLT1000,34.9994,139.8788,7055.205,B782,244.6694,264.4247,456.6871,0.4194
12:31:52,FLT1000,35.0006,139.8784,7037.435,B782,244.41,264.3868,456.8203,0.4194
12:31:53,FLT1000,35.0017,139.878,7019.092,B782,244.6577,264.3567,456.4614,0.4191
12:31:54,FLT1000,35.0028,139.8777,7000.688,B782,244.5693,264.3189,456.5834,0.4192
12:31:55,FLT1000,35.004,139.8773,6982.607,B782,244.5825,264.2902,456.3646,0.4189
12:31:56,FLT1000,35.0051,139.877,6964.419,B782,244.6682,264.2617,456.2198,0.4188
12:31:57,FLT1000,35.0062,139.8766,6946.481,B782,244.6239,264.2339,456.0135,0.4186
12:31:58,FLT1000,35.0074,139.8762,6927.599,B782,244.5614,264.2029,455.8269,0.4184
12:31:59,FLT1000,35.0085,139.8759,6908.942,B782,244.5986,264.1746,455.7662,0.4183
12:32:00,FLT1000,35.0096,139.8755,6891.558,B782,244.6101,264.143,455.6691,0.4182
12:32:01,FLT1000,35.0108,139.8752,6890.642,B782,244.7383,264.1197,455.5697,0.4181
12:32:02,FLT1000,35.0119,139.8748,6872.506,B782,244.6688,264.0899,455.8751,0.4183
12:32:03,FLT1000,35.0131,139.8744,6854.131,B782,244.6217,264.0617,455.6668,0.4181
12:32:04,FLT1000,35.0142,139.8741,6835.912,B782,244.5957,264.042,455.2564,0.4177
12:32:05,FLT1000,35.0153,139.8737,6818.36,B782,244.8306,264.0159,455.3555,0.4178
12:32:06,FLT1000,35.0165,139.8734,6799.595,B782,244.7496,263.997,455.3746,0.4178
12:32:07,FLT1000,35.0176,139.873,6781.175,B782,244.8246,263.9688,455.2425,0.4176
12:32:08,FLT1000,35.0187,139.8726,6763.626,B782,244.9171,263.9417,455.3526,0.4177
12:32:09,FLT1000,35.0199,139.8723,6744.901,B782,244.9462,263.9147,455.0936,0.4174
12:32:10,FLT1000,35.021,139.8719,6726.794,B782,244.8338,263.8823,454.9489,0.4173
12:32:11,FLT1000,35.0221,139.8716,6708.107,B782,245.0144,263.8548,455.1168,0.4174
12:32:12,FLT1000,35.0233,139.8712,6690.121,B782,244.7385,263.8269,454.6962,0.417
12:32:13,FLT1000,35.0244,139.8709,6671.891,B782,244.896,263.7977,454.6537,0.4169
12:32:14,FLT1000,35.0256,139.8705,6654.76,B782,244.9462,263.7706,454.7016,0.4169
12:32:15,FLT1000,35.0267,139.8701,6636.178,B782,244.7726,263.7455,454.2576,0.4165
12:32:16,FLT1000,35.0278,139.8698,6618.449,B782,244.8738,263.7183,454.3476,0.4165
12:32:17,FLT1000,35.029,139.8694,6617.56,B782,244.8431,263.6912,454.4761,0.4167
12:32:18,FLT1000,35.0301,139.8691,6599.567,B782,244.9253,263.6623,454.4411,0.4166
12:32:19,FLT1000,35.0312,139.8687,6581.571,B782,245.0269,263.6358,454.2383,0.4164
12:32:20,FLT1000,35.0324,139.8684,6563.312,B782,245.0691,263.5989,454.317,0.4164
12:32:21,FLT1000,35.0335,139.868,6545.26,B782,244.9323,263.5674,453.8656,0.416
12:32:22,FLT1000,35.0346,139.8676,6526.926,B782,245.0818,263.542,454.285,0.4164
12:32:23,FLT1000,35.0358,139.8673,6509.615,B782,244.9923,263.5055,453.865,0.4159
12:32:24,FLT1000,35.0369,139.8669,6490.967,B782,244.9534,263.4786,453.5335,0.4156
12:32:25,FLT1000,35.038,139.8666,6472.535,B782,244.9872,263.4471,453.5991,0.4156
12:32:26,FLT1000,35.0392,139.8662,6454.957,B782,245.0475,263.4214,453.525,0.4155
12:32:27,FLT1000,35.0403,139.8659,6436.761,B782,245.0293,263.3973,453.5731,0.4156
12:32:28,FLT1000,35.0414,139.8655,6417.911,B782,245.0813,263.3599,453.2627,0.4153
12:32:29,FLT1000,35.0426,139.8652,6399.282,B782,244.9399,263.3374,453.2612,0.4152
12:32:30,FLT1000,35.0437,139.8648,6380.808,B782,245.0971,263.3066,453.098,0.415
12:32:31,FLT1000,35.0448,139.8644,6362.763,B782,245.1376,263.2683,453.1902,0.4151
12:32:32,FLT1000,35.046,139.8641,6345.324,B782,245.2533,263.2272,453.2422,0.4151
12:32:33,FLT1000,35.0471,139.8637,6345.031,B782,245.019,263.2015,453.2849,0.4152
12:32:34,FLT1000,35.0482,139.8634,6326.601,B782,244.9974,263.1561,452.4245,0.4144
12:32:35,FLT1000,35.0494,139.863,6308.654,B782,245.0293,263.1314,452.5934,0.4145
12:32:36,FLT1000,35.0505,139.8627,6290.376,B782,245.0222,263.1013,452.6266,0.4145
12:32:37,FLT1000,35.0516,139.8623,6272.533,B782,245.1009,263.0654,452.3466,0.4142
12:32:38,FLT1000,35.0528,139.8619,6254.563,B782,245.2462,263.0245,452.454,0.4143
12:32:39,FLT1000,35.0539,139.8616,6236.122,B782,245.1591,262.9936,452.3496,0.4141
12:32:40,FLT1000,35.055,139.8612,6218.985,B782,245.0264,262.9575,452.4115,0.4142
12:32:41,FLT1000,35.0562,139.8609,6200.291,B782,245.2256,262.9221,452.5367,0.4143
12:32:42,FLT1000,35.0573,139.8605,6182.297,B782,245.1821,262.8879,452.1388,0.4139
12:32:43,FLT1000,35.0584,139.8602,6182.297,B782,245.0765,262.8488,452.1388,0.4139
12:32:44,FLT1000,35.0596,139.8598,6146.567,B782,245.2459,262.8183,451.5886,0.4133
12:32:45,FLT1000,35.0607,139.8595,6128.867,B782,245.08,262.7826,451.6582,0.4134
12:32:46,FLT1000,35.0618,139.8591,6110.4,B782,245.2551,262.757,451.7168,0.4134
12:32:47,FLT1000,35.0629,139.8587,6092.277,B782,245.2202,262.7241,451.4759,0.4131
12:32:48,FLT1000,35.0641,139.8584,6075.368,B782,245.2754,262.6999,451.51,0.4131
12:32:49,FLT1000,35.0652,139.858,6074.489,B782,245.3695,262.6704,451.5051,0.4131
12:32:50,FLT1000,35.0663,139.8577,6057.251,B782,245.3545,262.6411,451.5962,0.4132
12:32:51,FLT1000,35.0675,139.8573,6038.78,B782,245.1489,262.6115,451.3762,0.413
12:32:52,FLT1000,35.0686,139.857,6020.491,B782,245.3612,262.5931,451.4418,0.413
12:32:53,FLT1000,35.0697,139.8566,6002.334,B782,245.4149,262.5663,451.0164,0.4126
12:32:54,FLT1000,35.0709,139.8562,5984.29,B782,245.2849,262.5349,450.9532,0.4125
12:32:55,FLT1000,35.072,139.8559,5965.798,B782,245.2883,262.5121,450.9453,0.4125
12:32:56,FLT1000,35.0731,139.8555,5947.567,B782,245.3999,262.4777,450.833,0.4123
12:32:57,FLT1000,35.0743,139.8552,5929.235,B782,245.5098,262.4557,450.9319,0.4124
12:32:58,FLT1000,35.0754,139.8548,5911.424,B782,245.3404,262.4331,450.7773,0.4122
12:32:59,FLT1000,35.0765,139.8545,5892.826,B782,245.5783,262.4034,450.4933,0.4119
12:33:00,FLT1000,35.0776,139.8541,5874.474,B782,245.3509,262.3718,450.3943,0.4118
12:33:01,FLT1000,35.0788,139.8538,5856.942,B782,245.536,262.3449,450.4751,0.4119
12:33:02,FLT1000,35.0799,139.8534,5839.086,B782,245.6152,262.3113,450.6598,0.412
12:33:03,FLT1000,35.081,139.853,5820.142,B782,245.4212,262.2858,450.206,0.4116
12:33:04,FLT1000,35.0822,139.8527,5802.826,B782,245.6015,262.2584,450.3226,0.4117
12:33:05,FLT1000,35.0833,139.8523,5801.948,B782,245.5661,262.224,450.2602,0.4116
12:33:06,FLT1000,35.0844,139.852,5784.015,B782,245.4755,262.1899,450.1644,0.4115
12:33:07,FLT1000,35.0855,139.8516,5766.149,B782,245.6671,262.1342,449.767,0.4111
12:33:08,FLT1000,35.0867,139.8513,5749.207,B782,245.5104,262.0876,449.7907,0.4111
12:33:09,FLT1000,35.0878,139.8509,5730.93,B782,245.5748,262.0264,449.7715,0.411
12:33:10,FLT1000,35.0889,139.8505,5713.643,B782,245.414,261.9609,449.6996,0.411
12:33:11,FLT1000,35.09,139.8502,5696.353,B782,245.3953,261.9026,449.3715,0.4106
12:33:12,FLT1000,35.0912,139.8498,5678.86,B782,245.5367,261.8442,448.9161,0.4102
12:33:13,FLT1000,35.0923,139.8495,5661.734,B782,245.3621,261.7847,449.2475,0.4105
12:33:14,FLT1000,35.0934,139.8491,5644.453,B782,245.4794,261.7231,449.1469,0.4103
12:33:15,FLT1000,35.0946,139.8488,5628.147,B782,245.3749,261.6709,448.7465,0.41
12:33:16,FLT1000,35.0957,139.8484,5610.429,B782,245.3317,261.6212,448.5944,0.4098
12:33:17,FLT1000,35.0968,139.8481,5592.643,B782,245.2675,261.5705,448.4799,0.4097
12:33:18,FLT1000,35.0979,139.8477,5576.148,B782,245.3805,261.5155,448.5092,0.4097
12:33:19,FLT1000,35.0991,139.8473,5558.069,B782,245.2898,261.4793,448.2738,0.4094
12:33:20,FLT1000,35.1002,139.847,5541.47,B782,245.281,261.4295,448.0411,0.4092
12:33:21,FLT1000,35.1013,139.8466,5541.186,B782,245.3453,261.3846,448.0313,0.4092
12:33:22,FLT1000,35.1024,139.8463,5523.331,B782,245.3365,261.3475,447.9793,0.4091
12:33:23,FLT1000,35.1036,139.8459,5505.791,B782,245.5585,261.3052,448.0264,0.4091
12:33:24,FLT1000,35.1047,139.8456,5488.343,B782,245.3793,261.2636,448.0485,0.4091
12:33:25,FLT1000,35.1058,139.8452,5471.594,B782,245.5921,261.2256,447.891,0.4089
12:33:26,FLT1000,35.1069,139.8449,5453.076,B782,245.3344,261.1897,447.576,0.4086
12:33:27,FLT1000,35.1081,139.8445,5435.13,B782,245.6794,261.1472,447.5824,0.4086
12:33:28,FLT1000,35.1092,139.8441,5417.147,B782,245.2259,261.1045,447.072,0.4081
12:33:29,FLT1000,35.1103,139.8438,5399.454,B782,245.3341,261.06,447.1094,0.4081
12:33:30,FLT1000,35.1114,139.8434,5381.93,B782,245.3245,261.0134,447.1763,0.4082
12:33:31,FLT1000,35.1125,139.8431,5364.272,B782,245.4883,260.9618,447.0894,0.4081
12:33:32,FLT1000,35.1137,139.8427,5347.047,B782,245.3928,260.9127,447.1358,0.4081
12:33:33,FLT1000,35.1148,139.8424,5330.13,B782,245.337,260.8534,446.8638,0.4078
12:33:34,FLT1000,35.1159,139.842,5312.284,B782,245.2782,260.8036,446.6616,0.4076
12:33:35,FLT1000,35.1171,139.8417,5295.103,B782,245.3689,260.7511,446.4866,0.4074
12:33:36,FLT1000,35.1182,139.8413,5278.413,B782,245.237,260.6966,446.2601,0.4072
12:33:37,FLT1000,35.1193,139.8409,5278.13,B782,245.3306,260.6506,446.3288,0.4072
12:33:38,FLT1000,35.1204,139.8406,5261.165,B782,245.4051,260.5998,446.1917,0.4071
12:33:39,FLT1000,35.1215,139.8402,5243.46,B782,245.3739,260.5457,446.1501,0.407
12:33:40,FLT1000,35.1226,139.8399,5225.686,B782,245.2869,260.4995,446.0886,0.4069
12:33:41,FLT1000,35.1238,139.8395,5208.459,B782,245.2881,260.449,445.7913,0.4066
12:33:42,FLT1000,35.1249,139.8392,5191.233,B782,245.2443,260.4085,445.9297,0.4067
12:33:43,FLT1000,35.126,139.8388,5174.408,B782,245.2149,260.3625,445.5148,0.4063
12:33:44,FLT1000,35.1271,139.8385,5156.677,B782,245.3098,260.3184,445.5949,0.4064
12:33:45,FLT1000,35.1283,139.8381,5139.17,B782,245.3194,260.2694,445.5207,0.4063
12:33:46,FLT1000,35.1294,139.8378,5121.811,B782,245.2253,260.2345,445.4649,0.4062
12:33:47,FLT1000,35.1305,139.8374,5104.627,B782,245.5112,260.1968,445.0255,0.4058
12:33:48,FLT1000,35.1316,139.837,5087.142,B782,245.3573,260.1519,445.0142,0.4058
12:33:49,FLT1000,35.1327,139.8367,5069.922,B782,245.382,260.1121,445.3072,0.406
12:33:50,FLT1000,35.1339,139.8363,5053.326,B782,245.4229,260.0767,445.3416,0.406
12:33:51,FLT1000,35.135,139.836,5035.573,B782,245.2482,260.0283,444.7035,0.4054
12:33:52,FLT1000,35.1361,139.8356,5035.573,B782,245.5178,259.9808,444.7035,0.4054
12:33:53,FLT1000,35.1372,139.8353,5017.859,B782,245.5102,259.944,444.9675,0.4056
12:33:54,FLT1000,35.1383,139.8349,5001.147,B782,245.3951,259.898,444.8836,0.4055
12:33:55,FLT1000,35.1394,139.8346,4983.151,B782,245.359,259.8523,444.4775,0.4051
12:33:56,FLT1000,35.1406,139.8342,4965.671,B782,245.3033,259.8136,444.4055,0.405
12:33:57,FLT1000,35.1417,139.8339,4947.672,B782,245.4181,259.7687,444.151,0.4048
12:33:58,FLT1000,35.1428,139.8335,4930.211,B782,245.3897,259.7341,444.2027,0.4048
12:33:59,FLT1000,35.1439,139.8331,4912.567,B782,245.2827,259.6915,443.8337,0.4044
12:34:00,FLT1000,35.145,139.8328,4895.94,B782,245.4286,259.6592,443.9154,0.4045
12:34:01,FLT1000,35.1462,139.8324,4877.68,B782,245.2748,259.6192,443.9815,0.4045
12:34:02,FLT1000,35.1473,139.8321,4860.013,B782,245.2102,259.5801,443.5032,0.4041
12:34:03,FLT1000,35.1484,139.8317,4842.568,B782,245.4215,259.5379,443.8476,0.4043
12:34:04,FLT1000,35.1495,139.8314,4824.861,B782,245.3111,259.498,443.5945,0.4041
12:34:05,FLT1000,35.1506,139.831,4807.562,B782,245.4161,259.4616,443.5885,0.4041
12:34:06,FLT1000,35.1517,139.8307,4790.404,B782,245.5668,259.4217,443.7495,0.4042
12:34:07,FLT1000,35.1528,139.8303,4772.888,B782,245.2792,259.3823,443.0708,0.4035
12:34:08,FLT1000,35.154,139.83,4756.407,B782,245.3067,259.3425,443.038,0.4035
12:34:09,FLT1000,35.1551,139.8296,4756.123,B782,245.4989,259.2984,442.9831,0.4034
12:34:10,FLT1000,35.1562,139.8292,4738.189,B782,245.4702,259.2589,442.8623,0.4033
12:34:11,FLT1000,35.1573,139.8289,4720.527,B782,245.299,259.2123,443.0346,0.4034
12:34:12,FLT1000,35.1584,139.8285,4703.841,B782,245.2643,259.1692,442.4358,0.4029
12:34:13,FLT1000,35.1595,139.8282,4686.659,B782,245.2158,259.13,442.5208,0.4029
12:34:14,FLT1000,35.1607,139.8278,4669.036,B782,245.3879,259.0833,442.6493,0.403
12:34:15,FLT1000,35.1618,139.8275,4651.769,B782,245.4319,259.0275,442.6654,0.403
12:34:16,FLT1000,35.1629,139.8271,4634.311,B782,245.1813,258.9865,442.5028,0.4028
12:34:17,FLT1000,35.164,139.8268,4617.209,B782,245.2324,258.9457,441.9698,0.4023
12:34:18,FLT1000,35.1651,139.8264,4600.422,B782,245.381,258.9021,441.949,0.4023
12:34:19,FLT1000,35.1662,139.8261,4582.852,B782,245.3798,258.8565,442.0191,0.4023
12:34:20,FLT1000,35.1673,139.8257,4565.808,B782,245.4495,258.8096,441.8177,0.4021
12:34:21,FLT1000,35.1685,139.8254,4548.484,B782,245.3207,258.7644,441.7591,0.402
12:34:22,FLT1000,35.1696,139.825,4531.416,B782,245.4065,258.7183,441.5525,0.4018
12:34:23,FLT1000,35.1707,139.8247,4514.091,B782,245.5062,258.6744,441.8531,0.4021
12:34:24,FLT1000,35.1718,139.8243,4497.773,B782,245.4776,258.6206,441.6943,0.4019
12:34:25,FLT1000,35.1729,139.8239,4496.887,B782,245.3868,258.5741,441.4405,0.4017
12:34:26,FLT1000,35.174,139.8236,4480.354,B782,245.5957,258.5415,441.713,0.4019
12:34:27,FLT1000,35.1751,139.8232,4462.193,B782,245.2321,258.5022,441.508,0.4017
12:34:28,FLT1000,35.1763,139.8229,4444.76,B782,245.5597,258.4635,441.2606,0.4014
12:34:29,FLT1000,35.1774,139.8225,4428.139,B782,245.4306,258.4246,441.1212,0.4013
12:34:30,FLT1000,35.1785,139.8222,4410.278,B782,245.4372,258.3866,441.0536,0.4012
12:34:31,FLT1000,35.1796,139.8218,4393.3,B782,245.145,258.3559,440.9556,0.4011
12:34:32,FLT1000,35.1807,139.8215,4375.281,B782,245.2229,258.3233,440.6314,0.4007
12:34:33,FLT1000,35.1818,139.8211,4358.055,B782,245.3661,258.2844,440.9427,0.401
12:34:34,FLT1000,35.1829,139.8208,4340.794,B782,245.3059,258.2531,440.4211,0.4005
12:34:35,FLT1000,35.184,139.8204,4324.14,B782,245.4034,258.204,440.1374,0.4002
12:34:36,FLT1000,35.1851,139.8201,4306.26,B782,245.4314,258.1688,440.5394,0.4006
12:34:37,FLT1000,35.1863,139.8197,4288.516,B782,245.1656,258.1277,439.9441,0.4
12:34:38,FLT1000,35.1874,139.8194,4271.528,B782,245.403,258.0932,440.1353,0.4002
12:34:39,FLT1000,35.1885,139.819,4254.529,B782,245.5134,258.0514,440.2772,0.4003
12:34:40,FLT1000,35.1896,139.8187,4238.009,B782,245.4276,258.0169,439.962,0.3999
12:34:41,FLT1000,35.1907,139.8183,4237.168,B782,245.4433,257.9773,440.0017,0.4
12:34:42,FLT1000,35.1918,139.818,4219.911,B782,245.4382,257.9451,439.8391,0.3998
12:34:43,FLT1000,35.1929,139.8176,4202.598,B782,245.4698,257.9162,439.5795,0.3995
12:34:44,FLT1000,35.194,139.8173,4185.65,B782,245.5358,257.8771,439.5046,0.3995
12:34:45,FLT1000,35.1951,139.8169,4167.88,B782,245.5167,257.8495,439.6511,0.3996
12:34:46,FLT1000,35.1963,139.8165,4150.838,B782,245.4022,257.8041,439.3726,0.3993
12:34:47,FLT1000,35.1973,139.8162,4133.969,B782,245.4497,257.7756,439.5233,0.3994
12:34:48,FLT1000,35.1985,139.8158,4116.85,B782,245.4522,257.7458,439.335,0.3992
12:34:49,FLT1000,35.1996,139.8155,4099.301,B782,245.5068,257.687,439.1304,0.399
12:34:50,FLT1000,35.2007,139.8151,4081.962,B782,245.4265,257.6051,439.0944,0.3989
12:34:51,FLT1000,35.2018,139.8148,4064.504,B782,245.3316,257.4929,438.8275,0.3987
12:34:52,FLT1000,35.2029,139.8144,4047.403,B782,245.3843,257.3919,438.5988,0.3984
12:34:53,FLT1000,35.204,139.8141,4031.022,B782,245.3451,257.281,438.8216,0.3986
12:34:54,FLT1000,35.2051,139.8137,4013.265,B782,245.1838,257.1665,438.205,0.398
12:34:55,FLT1000,35.2062,139.8134,3996.375,B782,245.2622,257.0577,438.2308,0.398
12:34:56,FLT1000,35.2073,139.813,3979.762,B782,245.0993,256.9493,437.7521,0.3976
12:34:57,FLT1000,35.2084,139.8127,3979.168,B782,245.1183,256.8492,437.8802,0.3977
12:34:58,FLT1000,35.2095,139.8123,3961.687,B782,244.999,256.7451,437.7005,0.3975
12:34:59,FLT1000,35.2106,139.812,3944.424,B782,245.0562,256.6533,437.2519,0.3971
12:35:00,FLT1000,35.2117,139.8116,3927.022,B782,244.876,256.5385,436.8651,0.3967
12:35:01,FLT1000,35.2128,139.8113,3910.55,B782,244.7137,256.4456,437.0993,0.3969
12:35:02,FLT1000,35.2139,139.8109,3892.687,B782,244.7517,256.3405,436.6254,0.3964
12:35:03,FLT1000,35.2151,139.8106,3874.83,B782,244.5617,256.2469,436.3782,0.3962
12:35:04,FLT1000,35.2161,139.8102,3858.48,B782,244.6096,256.1333,436.3829,0.3962
12:35:05,FLT1000,35.2173,139.8099,3840.392,B782,244.5833,256.0454,436.0442,0.3958
12:35:06,FLT1000,35.2183,139.8095,3823.644,B782,244.4597,255.9413,435.5746,0.3954
12:35:07,FLT1000,35.2195,139.8092,3806.062,B782,244.7163,255.8444,435.6393,0.3954
12:35:08,FLT1000,35.2206,139.8088,3788.743,B782,244.4077,255.7398,435.6046,0.3954
12:35:09,FLT1000,35.2217,139.8085,3771.542,B782,244.2867,255.6456,435.1618,0.3949
12:35:10,FLT1000,35.2228,139.8081,3771.542,B782,244.2389,255.5552,435.1618,0.3949
12:35:11,FLT1000,35.2239,139.8078,3737.542,B782,244.3846,255.4585,435.0646,0.3948
12:35:12,FLT1000,35.225,139.8074,3721.099,B782,244.3947,255.3641,434.8824,0.3946
12:35:13,FLT1000,35.226,139.8071,3720.264,B782,244.3127,255.2638,434.8517,0.3946
12:35:14,FLT1000,35.2272,139.8067,3703.247,B782,244.0536,255.1672,434.5309,0.3943
12:35:15,FLT1000,35.2282,139.8064,3685.969,B782,244.1223,255.0664,434.2386,0.394
12:35:16,FLT1000,35.2293,139.806,3668.938,B782,244.0683,254.9625,433.8794,0.3936
12:35:17,FLT1000,35.2305,139.8057,3651.683,B782,243.9039,254.8643,433.865,0.3936
12:35:18,FLT1000,35.2315,139.8053,3634.902,B782,243.936,254.7643,433.5241,0.3933
12:35:19,FLT1000,35.2326,139.805,3618.529,B782,243.7776,254.6607,433.2344,0.393
12:35:20,FLT1000,35.2337,139.8046,3601.262,B782,243.8417,254.5656,433.1054,0.3928
12:35:21,FLT1000,35.2348,139.8043,3584.538,B782,243.8314,254.4677,433.0444,0.3928
12:35:22,FLT1000,35.2359,139.8039,3568.006,B782,243.6858,254.3508,432.7106,0.3924
12:35:23,FLT1000,35.237,139.8036,3550.996,B782,243.6333,254.1123,432.2715,0.392
12:35:24,FLT1000,35.2381,139.8033,3532.24,B782,243.0536,253.7125,431.534,0.3913
12:35:25,FLT1000,35.2392,139.8029,3514.415,B782,242.71,253.1448,430.7416,0.3906
12:35:26,FLT1000,35.2403,139.8026,3497.617,B782,242.1561,252.4759,429.6251,0.3895
12:35:27,FLT1000,35.2414,139.8022,3480.543,B782,241.3565,251.6816,428.0631,0.3881
12:35:28,FLT1000,35.2425,139.8019,3464.46,B782,240.5588,250.8494,426.515,0.3867
12:35:29,FLT1000,35.2435,139.8015,3464.192,B782,239.694,249.9099,426.5628,0.3867
12:35:30,FLT1000,35.2446,139.8012,3447.277,B782,238.8783,248.9424,424.5783,0.3849
12:35:31,FLT1000,35.2457,139.8009,3430.886,B782,237.9904,247.9713,423.0176,0.3834
12:35:32,FLT1000,35.2467,139.8005,3415.064,B782,237.0976,247.0359,421.1781,0.3818
12:35:33,FLT1000,35.2478,139.8002,3398.631,B782,236.184,246.1089,419.67,0.3804
12:35:34,FLT1000,35.2489,139.7999,3382.16,B782,235.6494,245.2092,417.7977,0.3787
12:35:35,FLT1000,35.2499,139.7995,3365.598,B782,234.5707,244.3019,416.3319,0.3773
12:35:36,FLT1000,35.251,139.7992,3349.778,B782,233.7061,243.4133,414.5203,0.3756
12:35:37,FLT1000,35.252,139.7989,3333.03,B782,232.9468,242.5125,412.9809,0.3742
12:35:38,FLT1000,35.253,139.7985,3316.365,B782,232.1048,241.6195,411.1213,0.3725
12:35:39,FLT1000,35.2541,139.7982,3301.115,B782,231.2731,240.7465,409.8016,0.3713
12:35:40,FLT1000,35.2551,139.7979,3284.597,B782,230.5534,239.8643,408.1361,0.3698
12:35:41,FLT1000,35.2562,139.7975,3268.603,B782,229.7884,239.0035,406.5871,0.3683
12:35:42,FLT1000,35.2572,139.7972,3252.192,B782,228.9165,238.1293,404.9655,0.3669
12:35:43,FLT1000,35.2582,139.7969,3236.259,B782,228.0721,237.2781,403.1484,0.3652
12:35:44,FLT1000,35.2592,139.7966,3220.94,B782,227.3209,236.4196,401.7206,0.3639
12:35:45,FLT1000,35.2602,139.7963,3220.167,B782,226.6069,235.5852,401.6601,0.3638
12:35:46,FLT1000,35.2612,139.7959,3205.368,B782,225.7814,234.7321,400.2356,0.3625
12:35:47,FLT1000,35.2623,139.7956,3189.186,B782,225.1648,233.8882,398.7125,0.3611
12:35:48,FLT1000,35.2633,139.7953,3173.531,B782,224.3857,233.0699,397.0011,0.3595
12:35:49,FLT1000,35.2643,139.795,3158.204,B782,223.5775,232.2435,395.6464,0.3583
12:35:50,FLT1000,35.2653,139.7947,3142.646,B782,222.9727,231.4369,394.1338,0.3569
12:35:51,FLT1000,35.2663,139.7944,3127.299,B782,222.0683,230.6295,392.6276,0.3555
12:35:52,FLT1000,35.2673,139.794,3111.757,B782,221.2998,229.8355,391.1342,0.3541
12:35:53,FLT1000,35.2682,139.7937,3096.603,B782,220.6458,229.0216,389.8157,0.3529
12:35:54,FLT1000,35.2692,139.7934,3081.982,B782,219.9713,228.2083,388.4091,0.3516
12:35:55,FLT1000,35.2702,139.7931,3066.129,B782,218.8918,227.4015,386.7085,0.3501
12:35:56,FLT1000,35.2712,139.7928,3051.119,B782,218.1733,226.5774,385.0438,0.3486
12:35:57,FLT1000,35.2721,139.7925,3036.149,B782,217.5288,225.6788,383.7631,0.3474
12:35:58,FLT1000,35.2731,139.7922,3021.565,B782,216.6681,224.6638,382.262,0.346
12:35:59,FLT1000,35.2741,139.7919,3007.124,B782,215.5009,223.5875,379.8947,0.3438
12:36:00,FLT1000,35.275,139.7916,2994.139,B782,214.3269,222.449,377.5886,0.3417
12:36:01,FLT1000,35.276,139.7913,2993.49,B782,213.4102,221.3637,377.7045,0.3418
12:36:02,FLT1000,35.2769,139.791,2979.789,B782,212.5532,220.3091,375.7543,0.3401
12:36:03,FLT1000,35.2779,139.7907,2965.19,B782,211.7148,219.3197,374.0824,0.3385
12:36:04,FLT1000,35.2788,139.7904,2950.228,B782,210.7712,218.3305,372.2819,0.3369
12:36:05,FLT1000,35.2798,139.7901,2934.219,B782,209.746,217.3906,370.5604,0.3353
12:36:06,FLT1000,35.2807,139.7898,2918.744,B782,208.8939,216.4321,368.8484,0.3337
12:36:07,FLT1000,35.2816,139.7895,2903.65,B782,207.9728,215.4782,366.7879,0.3319
12:36:08,FLT1000,35.2826,139.7892,2888.461,B782,207.3022,214.552,365.1136,0.3303
12:36:09,FLT1000,35.2835,139.7889,2872.94,B782,206.3562,213.6161,363.6117,0.329
12:36:10,FLT1000,35.2844,139.7886,2857.797,B782,205.4408,212.7233,362.1274,0.3276
12:36:11,FLT1000,35.2853,139.7883,2843.843,B782,204.5895,211.7882,360.286,0.3259
12:36:12,FLT1000,35.2862,139.788,2830.081,B782,203.9306,210.8231,358.8184,0.3246
12:36:13,FLT1000,35.2871,139.7877,2817.634,B782,202.7568,209.9189,356.4406,0.3224
12:36:14,FLT1000,35.288,139.7874,2806.096,B782,202.0335,209.0713,355.217,0.3213
12:36:15,FLT1000,35.2889,139.7872,2794.128,B782,201.2227,208.1948,353.5623,0.3198
12:36:16,FLT1000,35.2898,139.7869,2794.128,B782,200.3062,207.2643,353.5623,0.3198
12:36:17,FLT1000,35.2907,139.7866,2784.229,B782,199.4755,206.2258,351.8235,0.3182
12:36:18,FLT1000,35.2916,139.7863,2775.548,B782,198.4083,205.2003,350.0005,0.3165
12:36:19,FLT1000,35.2925,139.786,2769.054,B782,197.3805,204.2248,348.3256,0.315
12:36:20,FLT1000,35.2934,139.7858,2764.067,B782,196.5661,203.3534,346.1382,0.313
12:36:21,FLT1000,35.2942,139.7855,2758.954,B782,195.963,202.6688,344.9617,0.312
12:36:22,FLT1000,35.2951,139.7852,2753.012,B782,195.4116,202.0568,343.8098,0.3109
12:36:23,FLT1000,35.296,139.7849,2747.764,B782,194.8932,201.3504,342.8434,0.31
12:36:24,FLT1000,35.2968,139.7846,2743.773,B782,193.8822,200.5657,340.6468,0.308
12:36:25,FLT1000,35.2977,139.7844,2740.121,B782,193.4679,199.9394,339.5964,0.3071
12:36:26,FLT1000,35.2985,139.7841,2736.565,B782,192.8006,199.3974,338.894,0.3064
12:36:27,FLT1000,35.2994,139.7838,2733.521,B782,192.121,198.8616,337.7365,0.3054
12:36:28,FLT1000,35.3003,139.7836,2730.823,B782,191.5642,198.253,336.556,0.3043
12:36:29,FLT1000,35.3011,139.7833,2728.174,B782,190.8316,197.5407,335.1113,0.303
12:36:30,FLT1000,35.302,139.7831,2724.546,B782,190.0432,196.7372,333.556,0.3016
